2.950630039787715403e-02,2.103789321684711860e-02,4.225619350571897803e-02,2.899730126315253065e-02
2.939987553841109588e-02,2.083995964859121711e-02,4.201169586580043996e-02,2.885014156542552860e-02
2.946388207873616369e-02,2.081083261395736891e-02,4.206434000500155340e-02,2.886195816815546530e-02
2.947470615821778939e-02,2.080910749975632690e-02,4.208344009214927406e-02,2.885375080220667007e-02
2.946713663375490067e-02,2.078626194793503981e-02,4.206585106220732395e-02,2.883099941426287352e-02
2.964188461707720906e-02,2.066443374346278380e-02,4.213825868777507089e-02,2.890826315732157939e-02
2.956065892285578492e-02,2.068649655478884200e-02,4.209711306344438020e-02,2.883331603903759380e-02
2.952371240284960147e-02,2.069108324350609970e-02,4.208213852897304402e-02,2.878600685817301816e-02
2.962323246986578798e-02,2.060616698822165249e-02,4.210729679683791749e-02,2.883184936967650089e-02
2.969536869177485938e-02,2.053522650521813833e-02,4.211957179281552999e-02,2.886107178824814587e-02
2.952111969248411016e-02,2.061291072680343159e-02,4.204870180320733480e-02,2.871730248943316424e-02
2.965770091717186835e-02,2.050012276870940078e-02,4.209760530162006548e-02,2.876562919330462667e-02
2.954752314432613353e-02,2.053588906529470529e-02,4.202615256978801950e-02,2.869424513112533645e-02
2.964458163133100801e-02,2.050201654842313467e-02,4.209120713922204216e-02,2.875061788296679258e-02
2.968146986798348222e-02,2.042072258769993265e-02,4.208150640565998940e-02,2.872521854602085034e-02
2.966143265971606796e-02,2.047937627069866193e-02,4.208708729756877043e-02,2.875911678722175777e-02
2.964272997630557072e-02,2.037658528580315459e-02,4.205106887506399049e-02,2.862693197355382219e-02
2.980255963040336423e-02,2.027304200037470527e-02,4.207846876162285588e-02,2.877117207659160222e-02
2.962638601914251504e-02,2.039686416420145518e-02,4.202855553552214962e-02,2.865502779330487276e-02
2.977068248439136006e-02,2.029004305593334889e-02,4.206923690632288770e-02,2.874260857763058855e-02
2.980621465061518774e-02,2.028292579993915684e-02,4.209483846117020173e-02,2.876874220155149764e-02
2.987796656111779692e-02,2.028604358304009897e-02,4.212728243675274015e-02,2.887429004163824531e-02
2.994418876879757427e-02,2.021808264303872130e-02,4.217513839317955926e-02,2.884630386033848470e-02
3.002672746567303097e-02,2.014731629535918347e-02,4.215334722923922556e-02,2.895052545983008499e-02
3.004740347474363013e-02,2.017483786702041829e-02,4.218494453902661007e-02,2.898569647232696403e-02
3.002476173363363351e-02,2.015704805343061790e-02,4.214995985578597060e-02,2.896492173190175212e-02
3.000712739387823361e-02,2.015090712971196601e-02,4.213549727972269732e-02,2.894084787396488528e-02
3.007372616519195241e-02,2.010767347739767993e-02,4.214396879955996378e-02,2.900657071613059815e-02
3.007372616519195241e-02,2.010767347739767993e-02,4.214396879955996378e-02,2.900657071613059815e-02
2.947133097313861527e-02,2.101157485412135512e-02,4.208769167688829888e-02,2.913274486525713192e-02
