1.543121652503032237e-05,1.803315535653382540e-05,-2.601893811515765265e-06,3.346434823470190167e-05
1.475808130635414273e-05,1.403235091856913641e-05,7.257673360072658397e-07,2.879046405723784119e-05
1.835400144045706838e-05,1.496293043601326644e-05,3.391053951418143697e-06,3.331693005748093128e-05
1.522878301329910755e-05,1.581142169015947729e-05,-5.826672122566378675e-07,3.104017378063872457e-05
1.984232767426874489e-05,1.297231028729584068e-05,6.869978278700727969e-06,3.281463796156458557e-05
1.218251145473914221e-05,1.550424349261447787e-05,-3.321705207781633362e-06,2.768677586573176086e-05
1.322554089711047709e-05,1.668418735789600760e-05,-3.458667379163671285e-06,2.990968823723960668e-05
1.331093972112284973e-05,1.661340138525702059e-05,-3.302469622212811373e-06,2.992431291204411536e-05
1.280250671698013321e-05,1.793219962564762682e-05,-5.129698365635704249e-06,3.073466723435558379e-05
1.485686061641899869e-05,1.847885869210585952e-05,-3.622010126491659321e-06,3.333571658004075289e-05
1.454818266211077571e-05,1.929099380504339933e-05,-4.742789315059781075e-06,3.383920557098463178e-05
1.903588781715370715e-05,1.028939641400938854e-05,8.746528692427091300e-06,2.932527240773197263e-05
1.602988049853593111e-05,1.556708230054937303e-05,4.627691509995202068e-07,3.159697735100053251e-05
1.407755735272075981e-05,1.594736568222288042e-05,-1.869855964287125971e-06,3.002493576786946505e-05
1.368177436233963817e-05,1.650555532251019031e-05,-2.823768681992078200e-06,3.018730240000877529e-05
1.889243685582187027e-05,1.346867338725132868e-05,5.423764378065243363e-06,3.236110569559969008e-05
1.379721470584627241e-05,1.550675733597017825e-05,-1.709455887066724245e-06,2.930392656708136201e-05
1.289613737753825262e-05,1.735822297632694244e-05,-4.462077868083724752e-06,3.025436672032810748e-05
1.589152634551282972e-05,1.470449387852568179e-05,1.186982785839063581e-06,3.059601294808089733e-05
1.315628924203338102e-05,1.935093132487963885e-05,-6.194721208885312080e-06,3.250724694225937128e-05
1.803367194952443242e-05,1.579708805365953594e-05,2.236546379208448343e-06,3.383074363227933645e-05
1.366579090245068073e-05,1.440832875232445076e-05,-7.425334729305177461e-07,2.807407145155593753e-05
1.689466807874850929e-05,1.504513511463301256e-05,1.849549335020128638e-06,3.193975135218352079e-05
1.479789807490305975e-05,1.655217056395485997e-05,-1.754310346768761519e-06,3.135006045340560377e-05
1.055799930327339098e-05,1.724994763208087534e-05,-6.691865110042272136e-06,2.780795330181717873e-05
1.623959178687073290e-05,1.519042871223064139e-05,1.049168872668815311e-06,3.142999412375502288e-05
1.720846375974360853e-05,1.511005666543496773e-05,2.098458253385615535e-06,3.231852315366268158e-05
2.036195837717968971e-05,1.308070295635843650e-05,7.281258149305358529e-06,3.344265860505402088e-05
2.036195837717968971e-05,1.308070295635843650e-05,7.281258149305358529e-06,3.344265860505402088e-05
1.845194492489099503e-05,1.516707470727851614e-05,3.284907279521576129e-06,3.361902054166421294e-05
