2.429890446364879608e-05,9.812863936531357467e-06,1.448606417397968471e-05,3.411166835576295853e-05
1.690352473815437406e-05,1.906579382193740457e-05,-2.162382315873401240e-06,3.596932219807058573e-05
2.302743087057024240e-05,1.041134419210720807e-05,1.261588204215513542e-05,3.343871503602713346e-05
1.642831557546742260e-05,1.616252302483189851e-05,2.658976541169977281e-07,3.259077129769138992e-05
1.802786937332712114e-05,1.682294896454550326e-05,1.205015223604277708e-06,3.485087654553353786e-05
2.688649510673712939e-05,1.561475619382690638e-05,1.127164614445064217e-05,4.250113852322101593e-05
9.051651431946083903e-06,1.907983278215397149e-05,-1.002816134132444859e-05,2.813148785207886249e-05
5.902345947106368840e-06,2.199189839302562177e-05,-1.608937054697889835e-05,2.789435711747501045e-05
2.454066816426347941e-05,8.004045412235427648e-06,1.653639446885790676e-05,3.254462717450223863e-05
1.673525730438996106e-05,8.740584235056303442e-06,7.994789484655484557e-06,2.547585972934029996e-05
9.986660188587848097e-06,1.995799357246141881e-05,-9.971141480491496623e-06,2.994482201756909490e-05
6.627347829635255039e-06,2.426983519399072975e-05,-1.764242369972635061e-05,3.089712117798626423e-05
