1.099617747968295589e-05,-1.320718411079724319e-06,1.231679925695061684e-05,9.675433830125257373e-06
-1.133537807618267834e-05,1.051163053489290178e-05,-2.184680306527297944e-05,-8.236394819505221676e-07
5.014276666770456359e-06,2.054466131085064262e-05,-1.553034962853416800e-05,2.555897481215652078e-05
1.581896685820538551e-05,1.686716677795629948e-05,-1.048310650730854832e-06,3.268619911978021264e-05
1.183143194793956354e-05,1.839588003349490464e-05,-6.564469003933481872e-06,3.022731652890797704e-05
2.586861228337511420e-05,9.506014066573698074e-06,1.636242268432397395e-05,3.537447264534421265e-05
3.443294190219603479e-06,2.493731699360068887e-05,-2.149407009710557759e-05,2.838070577126927674e-05
1.792075454432051629e-05,1.948125282069668174e-05,-1.560550231261004228e-06,3.740191823453642428e-05
1.499493373557925224e-05,1.831404915719758719e-05,-3.319014467706438154e-06,3.330909385113045573e-05
1.707908268144819885e-05,1.593445631442591548e-05,1.144492671301122755e-06,3.301355172879993916e-05
1.399202119500841945e-05,1.434067326044896618e-05,-3.486792365947621875e-07,2.833279177139047533e-05
2.487150050001218915e-05,1.255487586604431272e-05,1.231664555234601721e-05,3.742633998626843095e-05
