4.860553311496450257e-02,4.183604352601023868e-02,7.622286728127075639e-02,4.914853114660531347e-02
4.744322165545020176e-02,3.866857294232393938e-02,7.659556771961491262e-02,4.031569442133555586e-02
4.770659607314204492e-02,4.160761638032365456e-02,7.557868762572854393e-02,4.798012609436322351e-02
4.778887817733287746e-02,3.795464823859279885e-02,7.620008264232706885e-02,4.052417237156201446e-02
4.924657570591062933e-02,4.264504380890822566e-02,7.640741379071912254e-02,5.147382134920117785e-02
4.744205364085538057e-02,3.870422299996725130e-02,7.654155680742948109e-02,4.048356167409881967e-02
4.753963829011550318e-02,3.797030777590740258e-02,7.615964131049869634e-02,4.004037668816113477e-02
4.706491057474443407e-02,3.815514743951376603e-02,7.597120457367106949e-02,3.962599995608153541e-02
5.037263236667155475e-02,4.314570133510075428e-02,7.719421235910396695e-02,5.328191730215639521e-02
4.876830967223788615e-02,3.897928822275398969e-02,7.595668866214411175e-02,4.501162250584320179e-02
4.921167650181147019e-02,4.285041135312803173e-02,7.688975423731822523e-02,5.102801430267534660e-02
4.726901702295374652e-02,3.833279630413979899e-02,7.619074135445970397e-02,4.003117501095858344e-02
